loss,epoch
2.0833,0.04517528008673654
1.3382,0.09035056017347308
1.2042,0.1355258402602096
1.1654,0.18070112034694616
1.1136,0.22587640043368268
1.0547,0.2710516805204192
1.0335,0.31622696060715577
0.9834,0.3614022406938923
0.9938,0.40657752078062886
0.9644,0.45175280086736536
1.0091,0.4969280809541019
0.9771,0.5421033610408384
0.9896,0.587278641127575
0.9686,0.6324539212143115
0.9507,0.6776292013010481
0.9284,0.7228044813877846
0.9188,0.7679797614745212
0.9092,0.8131550415612577
0.9291,0.8583303216479942
0.8653,0.9035056017347307
0.9,0.9486808818214673
0.9007,0.9938561619082038
0.7321,1.0390314419949405
0.7392,1.084206722081677
0.7169,1.1293820021684136
0.7194,1.17455728225515
0.7145,1.2197325623418864
0.7026,1.264907842428623
0.7097,1.3100831225153595
0.7049,1.3552584026020962
0.6926,1.4004336826888326
0.7542,1.4456089627755693
0.7002,1.4907842428623057
0.7054,1.5359595229490424
0.7094,1.5811348030357788
0.6801,1.6263100831225152
0.7305,1.671485363209252
0.7247,1.7166606432959886
0.7082,1.761835923382725
0.7127,1.8070112034694614
0.7034,1.852186483556198
0.7349,1.8973617636429347
0.679,1.9425370437296712
0.698,1.9877123238164076
0.5872,2.032887603903144
0.5234,2.078062883989881
0.5196,2.1232381640766174
0.5713,2.168413444163354
0.5481,2.2135887242500902
0.5207,2.258764004336827
0.5218,2.3039392844235635
0.5506,2.3491145645103
0.5151,2.3942898445970364
0.5188,2.439465124683773
0.5429,2.4846404047705097
0.5888,2.529815684857246
0.5333,2.5749909649439826
0.5699,2.620166245030719
0.5351,2.665341525117456
0.5252,2.7105168052041924
0.5523,2.755692085290929
0.5565,2.8008673653776652
0.5445,2.8460426454644017
0.5506,2.8912179255511385
0.5423,2.936393205637875
0.5456,2.9815684857246114
0.4672,3.026743765811348
0.3967,3.0719190458980847
0.4096,3.117094325984821
0.4059,3.1622696060715576
0.4127,3.207444886158294
0.4189,3.2526201662450305
0.3989,3.2977954463317674
0.4124,3.342970726418504
0.3945,3.3881460065052402
0.3976,3.433321286591977
0.4082,3.4784965666787135
0.4226,3.52367184676545
0.4082,3.5688471268521864
0.4082,3.614022406938923
0.4167,3.6591976870256593
0.4095,3.704372967112396
0.4153,3.7495482471991326
0.4182,3.794723527285869
0.4167,3.839898807372606
0.4247,3.8850740874593424
0.4046,3.930249367546079
0.4167,3.9754246476328152
0.3793,4.020599927719552
0.3281,4.065775207806288
0.3306,4.1109504878930245
0.3244,4.156125767979762
0.333,4.201301048066498
0.3059,4.246476328153235
0.3131,4.291651608239971
0.3348,4.336826888326708
0.3412,4.382002168413444
0.2996,4.4271774485001805
0.3344,4.472352728586917
0.3143,4.517528008673654
0.3186,4.562703288760391
0.3118,4.607878568847127
0.3207,4.6530538489338635
0.3282,4.6982291290206
0.3207,4.743404409107336
0.3384,4.788579689194073
0.3223,4.833754969280809
0.3279,4.878930249367546
0.3136,4.924105529454282
0.3328,4.9692808095410195
0.6079734846362578,5.0
