loss,epoch
2.2082,0.045662100456621
1.2748,0.091324200913242
1.1634,0.136986301369863
1.0932,0.182648401826484
1.0833,0.228310502283105
1.0057,0.273972602739726
0.981,0.319634703196347
1.0403,0.365296803652968
0.9965,0.410958904109589
0.983,0.45662100456621
0.9687,0.502283105022831
1.0,0.547945205479452
0.9663,0.593607305936073
0.9629,0.639269406392694
0.8853,0.684931506849315
0.9325,0.730593607305936
0.9136,0.776255707762557
0.9216,0.821917808219178
0.9099,0.867579908675799
0.8797,0.91324200913242
0.8632,0.958904109589041
0.8619,1.004566210045662
0.7005,1.0502283105022832
0.6824,1.095890410958904
0.7055,1.1415525114155252
0.6921,1.187214611872146
0.7235,1.2328767123287672
0.6818,1.278538812785388
0.7069,1.3242009132420092
0.679,1.36986301369863
0.6634,1.4155251141552512
0.7179,1.461187214611872
0.6772,1.5068493150684932
0.7062,1.5525114155251143
0.7144,1.5981735159817352
0.6827,1.643835616438356
0.6945,1.6894977168949772
0.6747,1.7351598173515983
0.6775,1.7808219178082192
0.681,1.82648401826484
0.7223,1.8721461187214612
0.6732,1.9178082191780823
0.7043,1.9634703196347032
0.668,2.009132420091324
0.5202,2.0547945205479454
0.5198,2.1004566210045663
0.5111,2.146118721461187
0.4963,2.191780821917808
0.5084,2.237442922374429
0.5117,2.2831050228310503
0.5256,2.328767123287671
0.5166,2.374429223744292
0.5223,2.4200913242009134
0.5246,2.4657534246575343
0.5214,2.5114155251141552
0.5277,2.557077625570776
0.4875,2.602739726027397
0.517,2.6484018264840183
0.5523,2.6940639269406392
0.5067,2.73972602739726
0.522,2.7853881278538815
0.5136,2.8310502283105023
0.517,2.8767123287671232
0.4843,2.922374429223744
0.5241,2.968036529680365
0.4638,3.0136986301369864
0.3786,3.0593607305936072
0.3915,3.105022831050228
0.384,3.1506849315068495
0.3935,3.1963470319634704
0.3693,3.2420091324200913
0.3741,3.287671232876712
0.3624,3.3333333333333335
0.3793,3.3789954337899544
0.3854,3.4246575342465753
0.3777,3.470319634703196
0.3866,3.5159817351598175
0.4034,3.5616438356164384
0.409,3.6073059360730593
0.3762,3.65296803652968
0.3732,3.6986301369863015
0.3622,3.7442922374429224
0.3641,3.7899543378995433
0.3814,3.8356164383561646
0.3862,3.8812785388127855
0.3941,3.9269406392694064
0.3603,3.9726027397260273
0.3511,4.018264840182648
0.2943,4.063926940639269
0.2776,4.109589041095891
0.2889,4.155251141552512
0.2925,4.200913242009133
0.29,4.2465753424657535
0.2784,4.292237442922374
0.2877,4.337899543378995
0.2766,4.383561643835616
0.3058,4.429223744292237
0.2767,4.474885844748858
0.2683,4.52054794520548
0.2954,4.566210045662101
0.2652,4.6118721461187215
0.2898,4.657534246575342
0.2987,4.703196347031963
0.3012,4.748858447488584
0.2832,4.794520547945205
0.2981,4.840182648401827
0.3067,4.885844748858448
0.2899,4.931506849315069
0.3128,4.9771689497716896
0.5844105368139537,5.0
