loss,epoch
2.073,0.04516303856923494
1.3268,0.09032607713846988
1.2112,0.1354891157077048
1.1183,0.18065215427693976
1.0995,0.22581519284617468
1.0734,0.2709782314154096
1.0258,0.3161412699846446
1.0602,0.3613043085538795
1.0067,0.40646734712311444
0.9985,0.45163038569234937
0.9358,0.4967934242615843
1.0052,0.5419564628308192
0.9595,0.5871195014000542
0.9575,0.6322825399692892
0.9399,0.677445578538524
0.9114,0.722608617107759
0.9735,0.7677716556769939
0.9248,0.8129346942462289
0.9132,0.8580977328154639
0.9043,0.9032607713846987
0.9073,0.9484238099539337
0.908,0.9935868485231686
0.7482,1.0387498870924037
0.7074,1.0839129256616384
0.702,1.1290759642308734
0.7315,1.1742390028001084
0.6674,1.2194020413693434
0.759,1.2645650799385781
0.7187,1.3097281185078131
0.6939,1.354891157077048
0.7177,1.400054195646283
0.7284,1.445217234215518
0.6842,1.490380272784753
0.7188,1.535543311353988
0.7052,1.5807063499232228
0.7088,1.6258693884924578
0.7039,1.6710324270616927
0.7191,1.7161954656309275
0.7319,1.7613585042001625
0.6991,1.8065215427693975
0.7152,1.8516845813386325
0.7149,1.8968476199078674
0.7272,1.9420106584771024
0.6842,1.9871736970463374
0.5655,2.0323367356155724
0.5356,2.0774997741848074
0.5181,2.122662812754042
0.5664,2.167825851323277
0.5077,2.212988889892512
0.5628,2.258151928461747
0.5437,2.303314967030982
0.5575,2.348478005600217
0.5216,2.393641044169452
0.522,2.4388040827386868
0.5374,2.4839671213079217
0.538,2.5291301598771563
0.5293,2.5742931984463917
0.549,2.6194562370156262
0.5579,2.6646192755848612
0.5228,2.709782314154096
0.5352,2.754945352723331
0.5427,2.800108391292566
0.5062,2.845271429861801
0.5242,2.890434468431036
0.5492,2.935597507000271
0.5455,2.980760545569506
0.4557,3.025923584138741
0.4097,3.0710866227079756
0.4264,3.1162496612772106
0.4034,3.1614126998464456
0.4014,3.2065757384156806
0.4157,3.2517387769849155
0.417,3.2969018155541505
0.4055,3.3420648541233855
0.4273,3.3872278926926205
0.4075,3.4323909312618555
0.3917,3.4775539698310904
0.4171,3.522717008400325
0.4211,3.56788004696956
0.4009,3.613043085538795
0.3833,3.65820612410803
0.3732,3.703369162677265
0.4157,3.7485322012465
0.3983,3.793695239815735
0.3876,3.83885827838497
0.3889,3.884021316954205
0.4027,3.9291843555234394
0.3962,3.974347394092675
0.3449,4.019510432661909
0.3182,4.064673471231145
0.302,4.109836509800379
0.3066,4.154999548369615
0.3204,4.200162586938849
0.3105,4.245325625508084
0.3105,4.290488664077319
0.3184,4.335651702646554
0.3306,4.380814741215789
0.3136,4.425977779785024
0.3074,4.471140818354259
0.3458,4.516303856923494
0.302,4.561466895492729
0.3051,4.606629934061964
0.3089,4.651792972631199
0.2946,4.696956011200434
0.3046,4.742119049769668
0.3206,4.787282088338904
0.2986,4.832445126908138
0.2949,4.8776081654773735
0.2964,4.922771204046608
0.2939,4.9679342426158435
0.6032335646784992,5.0
